Wall time,Step,Value
1626491141.694442,43,0.5455755591392517
1626491145.160464,95,0.44292721152305603
1626491150.024546,168,0.29511791467666626
1626491154.031934,230,0.23560065031051636
1626491154.343412,235,0.23213444650173187
1626491156.857629,274,0.2086380422115326
1626491159.135155,309,0.1924515813589096
1626491159.273927,311,0.1916380077600479
1626491159.806604,319,0.18847085535526276
1626491170.076427,475,0.14711590111255646
1626491174.219176,537,0.13710147142410278
1626491177.078911,580,0.13138563930988312
1626491177.564206,587,0.13054367899894714
1626491180.778824,635,0.12535212934017181
1626491181.661501,648,0.12400209903717041
1626491186.106513,715,0.11797875165939331
1626491192.414688,809,0.11109912395477295
1626491206.265844,1015,0.1009489893913269
1626491209.756664,1067,0.09901059418916702
1626491212.262201,1105,0.09766444563865662
1626491226.404944,1317,0.09138739109039307
1626491227.55102,1334,0.09094105660915375
1626491227.813543,1338,0.09084801375865936
1626491231.033551,1386,0.0897321030497551
1626491231.529866,1393,0.0895550549030304
1626491234.424581,1437,0.08858755230903625
1626491251.298011,1692,0.08391062170267105
1626491254.18388,1735,0.0832715779542923
1626491254.389067,1738,0.08323851227760315
1626491263.763509,1878,0.08131366223096848
1626491266.431719,1918,0.08082270622253418
1626491274.530947,2037,0.07940717786550522
1626491278.60121,2097,0.07876546680927277
1626491285.492622,2200,0.0776991918683052
1626491289.802407,2263,0.07710933685302734
1626491292.848531,2308,0.0767119899392128
1626491298.245034,2390,0.07601341605186462
1626491301.381858,2437,0.0756513923406601
1626491304.67637,2486,0.07526300847530365
1626491304.746969,2487,0.07525438815355301
1626491305.562884,2499,0.07516586035490036
1626491307.874243,2533,0.07490603625774384
1626491318.008726,2686,0.07385728508234024
1626491321.662183,2741,0.07349216192960739
1626491341.620696,3039,0.07177062332630157
1626491354.586547,3231,0.0707811713218689
1626491355.688786,3247,0.07070652395486832
1626491359.661228,3306,0.07044137269258499
1626491380.511129,3619,0.06912428885698318
1626491380.642191,3621,0.06911728531122208
1626491383.917782,3671,0.06892915815114975
1626491388.664582,3742,0.06868201494216919
1626491393.534364,3815,0.06843660771846771
1626491394.02226,3822,0.0684099942445755
1626491401.137869,3929,0.06804016977548599
1626491403.020812,3957,0.06793908029794693
1626491408.414548,4037,0.06766878068447113
1626491419.02194,4197,0.06718111783266068
1626491449.985335,4318,0.054761242121458054
1626491455.484492,4401,0.05499543994665146
1626491461.595271,4493,0.05509950593113899
1626491462.761706,4510,0.05504024028778076
1626491473.397622,4669,0.05496855452656746
1626491473.904529,4677,0.05489855632185936
1626491481.492837,4789,0.05473959073424339
1626491493.549553,4972,0.05484575405716896
1626491502.618763,5107,0.0548996701836586
1626491504.459548,5135,0.05482787638902664
1626491518.622023,5346,0.05511638894677162
1626491519.550233,5360,0.05510243773460388
1626491532.409119,5550,0.055004995316267014
1626491541.13861,5680,0.055008649826049805
1626491544.103849,5724,0.055001046508550644
1626491549.837082,5809,0.05490410327911377
1626491553.514667,5865,0.05485180765390396
1626491553.948295,5872,0.05483584478497505
1626491556.395137,5908,0.05479533597826958
1626491561.90625,5991,0.05478053539991379
1626491576.005994,6201,0.0546843446791172
1626491577.320773,6220,0.05468663573265076
1626491582.018575,6290,0.05468219146132469
1626491601.014206,6575,0.05477103963494301
1626491603.009962,6604,0.05476405844092369
1626491609.365917,6700,0.054744333028793335
1626491610.162201,6712,0.05474724993109703
1626491619.546877,6855,0.054712630808353424
1626491627.06437,6967,0.054654404520988464
1626491636.947802,7115,0.05463424324989319
1626491639.636848,7156,0.05464259162545204
1626491654.842146,7383,0.05464090406894684
1626491659.983183,7461,0.05463629215955734
1626491660.195292,7464,0.05462942272424698
