Wall time,Step,Value
1626348667.520535,173,0.22959212958812714
1626348671.857337,245,0.20587949454784393
1626348685.101723,466,0.17428210377693176
1626348687.961801,511,0.17089074850082397
1626348690.84747,557,0.1682155579328537
1626348697.204968,659,0.16287261247634888
1626348706.360248,805,0.15634964406490326
1626348719.881166,1027,0.14934653043746948
1626348726.394574,1133,0.14665132761001587
1626348729.491235,1185,0.14521868526935577
1626348734.709181,1272,0.1432620882987976
1626348743.449838,1418,0.1401689201593399
1626348745.879408,1459,0.13929897546768188
1626348748.043977,1495,0.138429656624794
1626348748.980013,1511,0.1381523609161377
1626348751.274934,1549,0.13738177716732025
1626348752.330246,1566,0.13705790042877197
1626348775.740515,1941,0.12990447878837585
1626348777.010422,1961,0.12946559488773346
1626348809.484522,2504,0.1204356998205185
1626348813.868794,2578,0.11940466612577438
1626348821.00627,2694,0.11780841648578644
1626348821.952617,2709,0.11758154630661011
1626348822.529368,2718,0.11745166778564453
1626348845.234826,3084,0.11249036341905594
1626348854.762156,3242,0.11051078140735626
1626348856.243038,3266,0.11023349314928055
1626348874.129622,3567,0.1069246232509613
1626348876.144311,3601,0.10653209686279297
1626348879.33186,3655,0.10600294917821884
1626348880.167661,3669,0.10584841668605804
1626348902.258978,4024,0.10228953510522842
1626348907.63243,4110,0.1014678105711937
1626348908.3825,4122,0.10135459899902344
1626348912.004551,4182,0.10081720352172852
1626348914.75867,4228,0.10043276846408844
1626348939.960854,4329,0.06341421604156494
1626348953.98642,4565,0.06221959367394447
1626348969.987256,4833,0.06175437942147255
1626348985.620282,5091,0.060917455703020096
1626348988.47719,5137,0.06074482947587967
1626348991.665773,5188,0.06048385053873062
1626348992.470617,5201,0.06041804328560829
1626348996.354635,5263,0.06027239188551903
1626348998.412134,5296,0.060157410800457
1626349002.58052,5363,0.05991872027516365
1626349008.307583,5455,0.059560105204582214
1626349021.008731,5668,0.058970194309949875
1626349031.001357,5833,0.05869874358177185
1626349033.012413,5867,0.05867771804332733
1626349039.848883,5982,0.05852577090263367
1626349040.80355,5998,0.05852332338690758
1626349044.126957,6054,0.05848003551363945
1626349049.271229,6139,0.05822840705513954
1626349054.738185,6226,0.05795678123831749
1626349058.081023,6280,0.05783756077289581
1626349061.50266,6335,0.05768493190407753
1626349063.702677,6370,0.057597484439611435
1626349076.175075,6570,0.057030707597732544
1626349085.842263,6731,0.05686699599027634
1626349087.131351,6751,0.056848227977752686
1626349093.135077,6851,0.05666333809494972
1626349097.23275,6920,0.056534294039011
1626349101.501813,6992,0.05649328604340553
1626349105.198137,7055,0.05640126019716263
1626349117.130657,7254,0.05607637017965317
1626349128.448347,7437,0.05575418844819069
1626349130.170399,7465,0.05570412799715996
1626349141.224185,7645,0.05541113764047623
1626349146.392355,7731,0.055243831127882004
1626349161.796613,7987,0.055005840957164764
1626349169.829143,8123,0.054802849888801575
1626349179.777594,8292,0.054625581949949265
1626349217.121985,8549,0.05272500962018967
1626349217.498031,8555,0.052153173834085464
1626349221.554499,8619,0.05004873499274254
1626349224.122592,8660,0.049660924822092056
1626349226.303929,8695,0.048962146043777466
1626349228.174294,8725,0.04870866611599922
1626349229.913907,8753,0.048858560621738434
1626349231.411787,8777,0.04881933331489563
1626349231.532483,8779,0.04878011718392372
1626349254.369034,9153,0.0482955202460289
1626349260.471269,9253,0.04847258701920509
1626349262.834631,9292,0.048467718064785004
1626349265.050299,9328,0.0483187772333622
1626349267.052781,9360,0.04819194972515106
1626349278.482906,9548,0.04833460599184036
1626349289.076018,9713,0.0484982468187809
1626349291.675342,9754,0.048421431332826614
1626349297.056121,9838,0.04827886074781418
1626349298.98774,9868,0.04822983220219612
1626349300.71526,9895,0.048190198838710785
1626349302.208657,9918,0.048141442239284515
1626349304.27746,9950,0.04820944741368294
1626349305.755736,9974,0.04820479825139046
1626349306.120978,9980,0.04822009056806564
1626349311.254178,10064,0.048138488084077835
1626349312.890705,10091,0.048073604702949524
1626349314.77629,10122,0.048001475632190704
1626349319.075054,10192,0.047941919416189194
1626349328.319154,10343,0.0477026030421257
1626349334.597095,10446,0.047734107822179794
1626349335.388726,10459,0.04771152138710022
1626349339.035176,10519,0.0476178303360939
1626349346.661763,10644,0.04749247431755066
1626349346.782346,10646,0.04749353229999542
1626349350.723688,10708,0.047505516558885574
1626349370.885908,11024,0.04747363552451134
1626349376.660652,11119,0.04745059087872505
1626349382.766353,11219,0.04736584052443504
1626349389.708998,11332,0.04724786430597305
1626349419.767118,11820,0.0467698760330677
1626349422.772085,11868,0.046742334961891174
1626349432.877023,12028,0.046753209084272385
1626349436.023378,12077,0.04673461616039276
1626349450.822441,12317,0.046591974794864655
1626349453.130824,12355,0.04659914970397949
1626349455.808138,12399,0.046586647629737854
1626349455.928066,12401,0.04658566042780876
1626349460.582125,12477,0.04656001925468445
1626349474.706413,12709,0.04648514837026596
1626349508.442455,12906,0.046513285487890244
1626349510.850901,12945,0.04589301720261574
1626349532.750388,13305,0.04588134214282036
1626349537.847104,13389,0.045586276799440384
1626349546.095572,13523,0.04528505355119705
1626349547.906997,13551,0.04517662525177002
1626349552.583009,13624,0.04496796801686287
1626349553.793505,13643,0.044883906841278076
1626349554.10491,13648,0.044876933097839355
1626349563.973103,13803,0.04479720816016197
1626349566.99737,13850,0.04474632814526558
1626349574.549019,13972,0.044493746012449265
1626349575.102973,13981,0.04449794441461563
1626349579.301367,14047,0.04438406974077225
1626349588.371755,14189,0.04438009858131409
1626349589.515038,14207,0.044376857578754425
1626349593.284494,14266,0.04433935508131981
1626349599.406083,14362,0.04434594139456749
1626349616.87336,14646,0.044464025646448135
1626349622.936184,14746,0.044331490993499756
1626349629.405197,14852,0.04421199858188629
1626349630.20383,14865,0.04419618844985962
1626349639.647109,15020,0.04409698024392128
1626349642.421285,15066,0.04408577084541321
1626349642.750912,15071,0.044076286256313324
1626349646.23204,15125,0.04400309920310974
1626349650.158657,15186,0.04394562542438507
1626349661.958173,15372,0.0437982939183712
1626349676.991811,15611,0.04385634511709213
1626349678.693323,15639,0.04386268928647041
1626349715.663849,16242,0.04366479814052582
1626349725.124238,16393,0.0435752347111702
1626349751.863903,16835,0.043482888489961624
1626349753.785781,16867,0.04347052052617073
1626349754.754349,16884,0.04346083477139473
1626349756.158007,16908,0.04344791918992996
1626349758.543526,16948,0.04341995343565941
1626349790.271218,17121,0.04048982635140419
1626349790.703491,17128,0.04059109464287758
1626349817.12571,17564,0.04288605973124504
1626349827.031584,17732,0.04264412820339203
1626349843.345349,18006,0.04250720888376236
1626349850.512304,18122,0.042420703917741776
1626349851.009391,18130,0.042433351278305054
1626349851.251119,18134,0.0424443744122982
1626349851.511503,18138,0.04245295375585556
1626349868.0651,18406,0.04240085557103157
1626349872.584132,18482,0.0423891544342041
1626349889.824949,18760,0.04243246838450432
1626349890.193983,18766,0.04242999106645584
1626349892.090115,18796,0.04240226373076439
1626349899.038954,18905,0.042249470949172974
1626349911.467691,19110,0.04214194789528847
1626349911.704574,19114,0.0421343557536602
1626349917.668957,19210,0.04217454046010971
1626349924.37292,19320,0.04213465377688408
1626349927.957184,19378,0.04211036488413811
1626349935.532863,19502,0.04198319837450981
1626349938.25431,19547,0.0419405959546566
1626349942.718979,19618,0.041880637407302856
1626349957.106946,19842,0.0417308509349823
1626349962.293181,19923,0.04167488217353821
1626349967.195688,20000,0.04164605960249901
1626350002.493618,20579,0.04150138795375824
1626350004.929317,20619,0.041478127241134644
1626350006.681827,20647,0.04146048054099083
1626350013.955786,20761,0.04139399901032448
1626350019.148932,20842,0.041364941745996475
1626350027.254746,20969,0.0413551889359951
1626350031.610704,21037,0.041387952864170074
1626350032.582479,21053,0.04139716550707817
1626350037.28071,21130,0.04144607111811638
1626350045.677534,21268,0.04143015667796135
1626350048.564567,21312,0.04143647477030754
1626350085.738663,21677,0.040845103561878204
1626350109.769184,22064,0.04249883070588112
1626350115.840537,22163,0.04227183014154434
1626350124.643862,22308,0.04198833554983139
1626350149.161056,22703,0.04132205992937088
1626350172.244191,23072,0.041134320199489594
1626350174.37472,23107,0.04109874740242958
1626350192.541903,23407,0.04074319824576378
1626350192.593775,23408,0.0407424233853817
1626350198.248274,23501,0.04066295921802521
1626350203.607502,23590,0.04055970162153244
1626350253.059984,24379,0.040087196975946426
1626350258.729028,24470,0.04005100950598717
1626350258.976515,24474,0.04005216434597969
1626350273.13321,24705,0.04000682011246681
1626350273.981023,24719,0.039996352046728134
1626350276.413986,24759,0.039981648325920105
1626350280.633518,24829,0.03998025506734848
1626350281.536577,24844,0.03998188674449921
1626350287.24286,24939,0.039986707270145416
1626350290.544738,24992,0.04000069946050644
1626350294.292839,25054,0.04002295807003975
1626350297.847892,25113,0.04002690315246582
1626350306.225482,25250,0.040109723806381226
1626350318.528488,25445,0.04009678214788437
1626350345.81879,25650,0.039068229496479034
1626350349.206746,25704,0.039799436926841736
1626350349.934954,25716,0.03980173543095589
1626350362.691594,25930,0.03901660069823265
1626350382.972736,26264,0.038992032408714294
1626350385.43439,26304,0.039019349962472916
1626350389.983995,26378,0.03902363032102585
1626350392.700252,26422,0.03911431506276131
1626350406.010465,26647,0.039397019892930984
1626350408.879156,26694,0.03939145803451538
