Wall time,Step,Value
1626395732.99903,173,0.7740585803985596
1626395737.179019,245,0.7857658863067627
1626395750.355019,466,0.8061680197715759
1626395753.076995,511,0.8091152310371399
1626395755.8061,557,0.811714768409729
1626395761.94901,659,0.8165618181228638
1626395770.384139,805,0.8222071528434753
1626395783.075319,1027,0.8297872543334961
1626395789.091315,1133,0.8327904939651489
1626395792.046416,1185,0.8338450193405151
1626395797.010508,1272,0.8362081050872803
1626395805.261556,1418,0.8400115370750427
1626395807.645298,1459,0.8409087061882019
1626395809.781877,1495,0.8417783379554749
1626395810.755868,1511,0.8421871662139893
1626395813.042302,1549,0.8432418704032898
1626395814.047164,1566,0.8436788320541382
1626395836.324189,1941,0.8523617386817932
1626395837.471846,1961,0.8527517914772034
1626395868.393084,2504,0.8642987012863159
1626395872.578911,2578,0.8656492233276367
1626395879.46188,2694,0.8678876757621765
1626395880.342802,2709,0.868229329586029
1626395880.86973,2718,0.8684168457984924
1626395902.425994,3084,0.8750413656234741
1626395911.351174,3242,0.877594530582428
1626395912.730272,3266,0.877952516078949
1626395929.942037,3567,0.882565975189209
1626395931.856018,3601,0.8830565810203552
1626395934.90219,3655,0.8838894367218018
1626395935.699653,3669,0.8841086030006409
1626395956.588259,4024,0.889168918132782
1626395961.715488,4110,0.8902680277824402
1626395962.430674,4122,0.8904012441635132
1626395965.975018,4182,0.89111328125
1626395968.617156,4228,0.8917330503463745
1626395993.055026,4329,0.9463425278663635
1626396006.72925,4565,0.9469221830368042
1626396021.936862,4833,0.9468628764152527
1626396036.640795,5091,0.9469366073608398
1626396039.343352,5137,0.9471688866615295
1626396042.405147,5188,0.9472461938858032
1626396043.182328,5201,0.9473899006843567
1626396046.909168,5263,0.9476543068885803
1626396048.914949,5296,0.9478601217269897
1626396052.979397,5363,0.9482863545417786
1626396058.486571,5455,0.9487583041191101
1626396070.759666,5668,0.9496689438819885
1626396080.153097,5833,0.9502571821212769
1626396082.08531,5867,0.9502763152122498
1626396088.601291,5982,0.9505622982978821
1626396089.502289,5998,0.9506387710571289
1626396092.662888,6054,0.9507155418395996
1626396097.450766,6139,0.9508574604988098
1626396102.378667,6226,0.9510636925697327
1626396105.52899,6280,0.9512051343917847
1626396108.795409,6335,0.9513084292411804
1626396110.928436,6370,0.9514148831367493
1626396122.753694,6570,0.9517895579338074
1626396132.131086,6731,0.9523053765296936
1626396133.263289,6751,0.9523220658302307
1626396138.902616,6851,0.9524914026260376
1626396142.788452,6920,0.9525957107543945
1626396146.877083,6992,0.9527719616889954
1626396150.420412,7055,0.9529062509536743
1626396161.702331,7254,0.9532220363616943
1626396172.140788,7437,0.9535112977027893
1626396173.789515,7465,0.9535776972770691
1626396184.444919,7645,0.9538988471031189
1626396189.542075,7731,0.954099178314209
1626396204.23584,7987,0.9545448422431946
1626396211.907208,8123,0.9548560976982117
1626396221.419415,8292,0.9551774263381958
1626396257.259605,8549,0.9577124118804932
1626396257.607272,8555,0.9591140151023865
1626396261.388949,8619,0.9619142413139343
1626396263.710932,8660,0.9627053737640381
1626396265.71311,8695,0.9632048010826111
1626396267.423179,8725,0.9632211923599243
1626396268.998483,8753,0.9629154205322266
1626396270.362934,8777,0.9630140066146851
1626396270.477892,8779,0.962955117225647
1626396291.635792,9153,0.9630229473114014
1626396297.277269,9253,0.9632658362388611
1626396299.478334,9292,0.9634135365486145
1626396301.519178,9328,0.9634169340133667
1626396303.373402,9360,0.963410496711731
1626396314.425607,9548,0.9638194441795349
1626396324.165587,9713,0.9636527895927429
1626396326.579565,9754,0.9637191295623779
1626396331.358632,9838,0.9637574553489685
1626396333.054463,9868,0.9638339877128601
1626396334.568914,9895,0.9638096690177917
1626396335.911262,9918,0.9637926816940308
1626396337.792656,9950,0.9637956619262695
1626396339.207455,9974,0.963813841342926
1626396339.567259,9980,0.9638199210166931
1626396344.538211,10064,0.9638458490371704
