Wall time,Step,Value
1626251749.660711,173,0.838100790977478
1626251752.576987,245,0.8446158170700073
1626251761.617834,466,0.8543882369995117
1626251763.472613,511,0.8553909659385681
1626251765.35535,557,0.8567280173301697
1626251769.499663,659,0.8589051365852356
1626251775.469199,805,0.8612786531448364
1626251784.373371,1027,0.8644117116928101
1626251788.681537,1133,0.8657252788543701
1626251790.768302,1185,0.8664126396179199
1626251794.247359,1272,0.8673544526100159
1626251800.065042,1418,0.8689838647842407
1626251801.703111,1459,0.8693066835403442
1626251803.16995,1495,0.8697815537452698
1626251803.81009,1511,0.8699768781661987
1626251805.326457,1549,0.8703729510307312
1626251806.02964,1566,0.8705776333808899
1626251821.197904,1941,0.8748666644096375
1626251821.990185,1961,0.8750804662704468
1626251843.937801,2504,0.8829300999641418
1626251847.007393,2578,0.8841400146484375
1626251851.748565,2694,0.8859695196151733
1626251852.372616,2709,0.8862289786338806
1626251852.729064,2718,0.8863769173622131
1626251867.506116,3084,0.8923413753509521
1626251873.870087,3242,0.8948187232017517
1626251874.835491,3266,0.8951752185821533
1626251886.960994,3567,0.8995349407196045
1626251888.344803,3601,0.9000148177146912
1626251890.463201,3655,0.9007405042648315
1626251891.031175,3669,0.9009324312210083
1626251905.178951,4024,0.9053982496261597
1626251908.621174,4110,0.9063958525657654
1626251909.085908,4122,0.906525731086731
1626251911.493942,4182,0.9072144627571106
1626251913.333797,4228,0.9077068567276001
1626251940.84712,4329,0.9536436200141907
1626251950.335401,4565,0.9548727869987488
1626251961.158051,4833,0.9558841586112976
1626251971.484675,5091,0.956268310546875
1626251973.331186,5137,0.9563519358634949
1626251975.337663,5188,0.9564321041107178
1626251975.860767,5201,0.9564683437347412
1626251978.393221,5263,0.956586480140686
1626251979.735637,5296,0.9566691517829895
1626251982.484272,5363,0.9568114876747131
1626251986.19903,5455,0.9569150805473328
1626251994.829757,5668,0.9573020935058594
1626252001.556134,5833,0.9575503468513489
1626252002.903004,5867,0.9575798511505127
1626252007.574522,5982,0.9576839804649353
1626252008.202375,5998,0.9576919674873352
1626252010.439216,6054,0.9577532410621643
1626252013.822276,6139,0.9578434228897095
1626252017.345562,6226,0.9579370617866516
1626252019.569668,6280,0.958001434803009
1626252021.773261,6335,0.95805424451828
1626252023.179944,6370,0.9580968618392944
1626252031.234415,6570,0.9583815932273865
1626252037.726566,6731,0.9585908055305481
1626252038.544824,6751,0.9585980772972107
1626252042.653565,6851,0.9587098360061646
1626252045.511876,6920,0.9587767124176025
1626252048.441979,6992,0.9588550329208374
1626252050.935368,7055,0.95891934633255
1626252058.975929,7254,0.9591366648674011
1626252066.362901,7437,0.9592964053153992
1626252067.479084,7465,0.9593181014060974
1626252074.765009,7645,0.9594982862472534
1626252078.22122,7731,0.9596002101898193
1626252088.555337,7987,0.9597873687744141
1626252093.968404,8123,0.9599189162254333
1626252100.870604,8292,0.9600347280502319
1626252131.56913,8549,0.9625504612922668
1626252131.806868,8555,0.963551938533783
1626252134.293077,8619,0.9632999300956726
1626252135.951901,8660,0.9634257555007935
1626252137.317904,8695,0.9637081623077393
1626252138.544648,8725,0.963676393032074
1626252139.660846,8753,0.9637804627418518
1626252140.618246,8777,0.9638272523880005
1626252140.709116,8779,0.9638568758964539
1626252155.756571,9153,0.9638173580169678
1626252159.778614,9253,0.9638206362724304
1626252161.333345,9292,0.9637942910194397
1626252162.760494,9328,0.963800847530365
1626252164.035811,9360,0.9638241529464722
1626252171.566577,9548,0.9638702869415283
1626252178.203192,9713,0.9639797806739807
1626252179.844497,9754,0.9639744758605957
1626252183.142973,9838,0.9640007615089417
1626252184.370417,9868,0.9639859795570374
1626252185.474412,9895,0.963985800743103
1626252186.409636,9918,0.9640011787414551
1626252187.690453,9950,0.9640365839004517
1626252188.639296,9974,0.9640681147575378
1626252188.87473,9980,0.9640643000602722
1626252192.284103,10064,0.9641208052635193
1626252193.402134,10091,0.9641196727752686
1626252194.611954,10122,0.9641366004943848
1626252197.407871,10192,0.9641451239585876
1626252203.456811,10343,0.9641476273536682
1626252207.528843,10446,0.9642173051834106
1626252208.060766,10459,0.9642181396484375
1626252210.461941,10519,0.9642133116722107
1626252215.475438,10644,0.9642137289047241
1626252215.561261,10646,0.9642150402069092
1626252218.103428,10708,0.9642559289932251
1626252230.827914,11024,0.9644001126289368
1626252234.634441,11119,0.9644615650177002
1626252238.757391,11219,0.964478075504303
1626252243.371633,11332,0.9645140767097473
1626252263.023513,11820,0.9646980166435242
1626252264.935428,11868,0.9647079110145569
1626252271.497367,12028,0.9647660255432129
1626252273.474861,12077,0.964783251285553
1626252283.279369,12317,0.9648289084434509
1626252284.832124,12355,0.9648369550704956
1626252286.575634,12399,0.9648461937904358
1626252286.643397,12401,0.9648473262786865
1626252289.717144,12477,0.9648658037185669
1626252299.137491,12709,0.964939296245575
1626252327.835187,12906,0.9659918546676636
1626252329.375755,12945,0.9662370681762695
1626252343.841814,13305,0.9662488102912903
1626252347.210243,13389,0.9663197994232178
1626252352.621437,13523,0.9664056897163391
1626252353.785472,13551,0.9664349555969238
1626252356.715547,13624,0.9664693474769592
1626252357.510027,13643,0.9664576649665833
1626252357.711624,13648,0.9664619565010071
1626252363.922633,13803,0.966541588306427
1626252365.805682,13850,0.9665535688400269
1626252370.70977,13972,0.9666557908058167
1626252371.062492,13981,0.9666610360145569
1626252373.727102,14047,0.9666721224784851
1626252379.36756,14189,0.9666701555252075
1626252380.100644,14207,0.9666778445243835
1626252382.459813,14266,0.9667127728462219
1626252386.33439,14362,0.9667680859565735
1626252397.687033,14646,0.9667999148368835
1626252401.750918,14746,0.9668120741844177
1626252406.010863,14852,0.9668399095535278
1626252406.540122,14865,0.9668348431587219
1626252412.760549,15020,0.9668493866920471
1626252414.583527,15066,0.9668644070625305
1626252414.788485,15071,0.9668632745742798
1626252416.908748,15125,0.9668885469436646
1626252419.372553,15186,0.9668968319892883
1626252426.792604,15372,0.9669709205627441
1626252436.53252,15611,0.9669952988624573
1626252437.700371,15639,0.9670034050941467
1626252461.866384,16242,0.967114269733429
1626252467.990501,16393,0.9671540260314941
1626252485.687295,16835,0.9672664999961853
1626252486.973796,16867,0.9672660827636719
1626252487.686067,16884,0.9672636985778809
1626252488.62956,16908,0.9672724604606628
1626252490.258732,16948,0.9672777652740479
1626252517.576961,17121,0.968421459197998
1626252517.852391,17128,0.968571662902832
1626252535.351378,17564,0.9683375358581543
1626252542.004781,17732,0.9683325886726379
1626252553.0982,18006,0.9683926701545715
1626252557.773977,18122,0.9684131145477295
1626252558.116953,18130,0.96842360496521
1626252558.286422,18134,0.9684329032897949
1626252558.452639,18138,0.9684366583824158
1626252569.214151,18406,0.9685434103012085
1626252572.308778,18482,0.968576967716217
1626252583.577406,18760,0.9686105847358704
1626252583.816675,18766,0.96861732006073
1626252585.037482,18796,0.9686371088027954
1626252589.460172,18905,0.9686238765716553
1626252597.748887,19110,0.9686105251312256
1626252597.892893,19114,0.9686132073402405
1626252601.7254,19210,0.9686246514320374
1626252606.085978,19320,0.9686166048049927
1626252608.469113,19378,0.9686183333396912
1626252613.372501,19502,0.9686211943626404
1626252615.178614,19547,0.9686236381530762
1626252618.017053,19618,0.9686256051063538
1626252626.960256,19842,0.9686283469200134
1626252630.226528,19923,0.9686426520347595
1626252633.297947,20000,0.9686529040336609
1626252656.508997,20579,0.9687358140945435
1626252658.157112,20619,0.9687522053718567
1626252659.26365,20647,0.9687584638595581
1626252663.929299,20761,0.9687678813934326
1626252667.293575,20842,0.9687749743461609
1626252672.388459,20969,0.9687877893447876
1626252675.191309,21037,0.9687964916229248
1626252675.859684,21053,0.9687985777854919
1626252678.971683,21130,0.968807578086853
1626252684.509157,21268,0.9688200354576111
1626252686.30067,21312,0.9688213467597961
1626252721.490936,21677,0.9691212177276611
1626252737.017619,22064,0.9693539142608643
1626252741.045451,22163,0.9693130850791931
1626252746.971,22308,0.9693776369094849
1626252762.911979,22703,0.9694012999534607
1626252777.799757,23072,0.9694790840148926
1626252779.19817,23107,0.9694932103157043
1626252791.297259,23407,0.9695106148719788
1626252791.347387,23408,0.9695099592208862
1626252795.048803,23501,0.9694973230361938
1626252798.619152,23590,0.9694969654083252
1626252830.501898,24379,0.9695776104927063
1626252834.143189,24470,0.9696028828620911
1626252834.297459,24474,0.9696015119552612
1626252843.790885,24705,0.9696424603462219
